SCO0001	0.074074074
SCO0002	0.222222222
SCO0003	0.185185185
SCO0004	1.592592593
SCO0005	1.111111111
SCO0006	0.074074074
SCO0007	0.074074074
SCO0008	0
SCO0009	0
SCO0010	0.407407407
SCO0011	0.074074074
SCO0012	0
SCO0013	0.037037037
SCO0014	0
SCO0015	0.037037037
SCO0016	0
SCO0017	0
SCO0018	0.111111111
SCO0019	0.037037037
SCO0020	0.148148148
SCO0021	73.33333333
SCO0022	51.48148148
SCO0025	24.48148148
SCO0026	211.7777778
SCO0027	36.48148148
SCO0028	17.62962963
SCO0029	51.55555556
SCO0030	40.11111111
SCO0031	148.8888889
SCO0032	31.37037037
SCO0033	1755.62963
SCO0034	52.40740741
SCO0035	24
SCO0036	30.07407407
SCO0037	294
SCO0038	84.18518519
SCO0039	62.22222222
SCO0040	100.5925926
SCO0041	47.22222222
SCO0042	89.2962963
SCO0043	95.14814815
SCO0044	57.74074074
SCO0045	16.11111111
SCO0046	62.62962963
SCO0047	307.6666667
SCO0048	38.81481481
SCO0049	38.33333333
SCO0050	89.14814815
SCO0051	73.62962963
SCO0053	133.0740741
SCO0055	689.3333333
SCO0056	7.925925926
SCO0057	30.44444444
SCO0058	261.037037
SCO0059	102.8148148
SCO0060	17.88888889
SCO0061	163.1111111
SCO0062	270.6666667
SCO0063	89.11111111
SCO0064	140.7777778
SCO0065	116
SCO0066	70.59259259
SCO0067	55.92592593
SCO0068	95.51851852
SCO0069	283.7037037
SCO0070	70.18518519
SCO0071	50.44444444
SCO0072	624.1851852
SCO0073	32
SCO0074	9.851851852
SCO0075	215.2222222
SCO0076	102.3703704
SCO0079	114.4074074
SCO0080	109.6666667
SCO0081	90.44444444
SCO0083	95.33333333
SCO0084	75.11111111
SCO0085	46.74074074
SCO0086	115.7407407
SCO0087	139.1481481
SCO0088	192.4814815
SCO0089	283.3703704
SCO0090	18.07407407
SCO0091	3.518518519
SCO0092	26.85185185
SCO0095	72.25925926
